Date,Open,High,Low,Close,Adj Close,Volume,Return,MA5,MA20,MA50,EMA12,EMA26,MACD,BB_Middle,BB_Upper,BB_Lower,Volatility20,RSI14
2015-06-10,29.52,30.25,29.18,30.16,30.16,469200,0.022372881355932295,29.2740002,27.324,26.07659994,28.347451292669803,27.218899633111207,1.128551659558596,27.324,30.05983937817244,24.588160621827562,0.017359830910953493,79.34784734979378
2015-06-11,30.18,30.860001,29.65,29.690001,29.690001,488500,-0.015583521220159158,29.428000400000002,27.483500049999996,26.27039996,28.55399740148983,27.401944178806673,1.1520532226831577,27.483500049999996,30.384064809999096,24.582935290000897,0.017670715993251172,83.36054631559395
2015-06-12,29.940001,29.940001,28.73,29.280001,29.280001,388500,-0.013809362956909266,29.546000400000004,27.636000099999997,26.33299998,28.66569026279909,27.54105949889507,1.124630763904019,27.636000099999997,30.579470612883043,24.69252958711695,0.017861164827123664,76.32452448758772
2015-06-15,29.139999,29.85,29.0,29.41,29.41,379000,0.004439856405742626,29.608000399999998,27.7810001,26.391199979999996,28.78019945313769,27.679499536013953,1.1006999171237375,27.7810001,30.77618177645117,24.78581842354883,0.017823509607635374,75.55557284863471
2015-06-16,29.32,30.709999,29.190001,30.459999,30.459999,635400,0.035702108126487664,29.8000002,27.99250005,26.484399980000003,29.038630152654967,27.88546245927218,1.1531676933827875,27.99250005,31.12096283966484,24.86403726033516,0.018632927328393018,77.44480853940301
2015-06-17,30.59,30.639999,30.200001,30.540001,30.540001,645500,0.0026264610185968706,29.8760004,28.22250005,26.5904,29.26961028301574,28.08209494377054,1.187515339245202,28.22250005,31.39171333491235,25.053286765087652,0.01815434047810438,81.80330233846894
2015-06-18,30.690001,31.75,30.68,31.35,31.35,890600,0.026522559707840232,30.208000200000004,28.471000100000005,26.7144,29.589670239474856,28.324161984972722,1.2655082545021337,28.471000100000005,31.806928482924544,25.135071717075466,0.018515281611149407,83.28315240461524
2015-06-19,31.370001,33.0,31.188999,31.799999,31.799999,2050100,0.014354035087719152,30.7119998,28.78100005,26.82399998,29.929720818017188,28.58163139349326,1.348089424523927,28.78100005,32.145757930020444,25.41624216997955,0.01617863063191778,83.98270111655808
2015-06-22,32.099998,32.099998,30.790001,31.360001,31.360001,502200,-0.013836415529447033,31.102000000000004,29.044000099999998,26.945399979999998,30.149763922937623,28.7874365495308,1.3623273734068242,29.044000099999998,32.34815006359075,25.73985013640925,0.01695708535122574,77.30604139882337
2015-06-23,31.34,32.029999,31.25,31.82,31.82,471100,0.014668334991443377,31.3740002,29.314000099999998,27.07439996,30.406723319408762,29.012070879195186,1.3946524402135765,29.314000099999998,32.59778745397213,26.030212746027864,0.016987303841681674,74.20968263536196
2015-06-24,31.84,32.060001,31.25,31.459999,31.459999,423500,-0.011313670647391638,31.557999800000005,29.53800005,27.187599960000004,30.568765731807417,29.19339888814369,1.375366843663727,29.53800005,32.762077799617906,26.3139223003821,0.01735830920875651,69.9685674214484
2015-06-25,31.559999,31.780001,30.67,31.01,31.01,432400,-0.014303846608513804,31.4899998,29.755500050000002,27.30539994,30.636647926913966,29.32796193346638,1.308685993447586,29.755500050000002,32.74010941028084,26.770890689719167,0.01751225476645997,67.62919034308874
2015-06-26,30.959999,30.959999,29.370001,29.540001,29.540001,1697500,-0.04740403095775558,31.0380002,29.886000099999997,27.400599940000003,30.467933015081048,29.343668530987387,1.1242644840936613,29.886000099999997,32.562796140674536,27.209204059325454,0.021392826816068373,52.87959023780331
2015-06-29,29.280001,29.5,27.92,28.18,28.18,824000,-0.04603930108194654,30.401999999999997,29.9405001,27.460999939999997,30.115943320453194,29.257470862025357,0.8584724584278369,29.9405001,32.41429074501645,27.46670945498355,0.024223935283690833,42.32557597219741
2015-06-30,28.26,28.92,27.65,28.190001,28.190001,660600,0.0003548970901348092,29.676000199999997,29.9685002,27.52199998,29.819644501921932,29.17839902039385,0.641245481528081,29.9685002,32.34285628520937,27.594144114790627,0.023864824932400306,37.61006132374411
2015-07-01,28.49,28.9,28.17,28.290001,28.290001,1241800,0.0035473570930346643,29.0420006,29.93750025,27.59219998,29.58431473239548,29.112591759623935,0.47172297277154485,29.93750025,32.38510528113217,27.489895218867826,0.021404771145708948,40.7651665554029
2015-07-02,28.290001,28.290001,26.889999,27.139999,27.139999,1284300,-0.04065047576350389,28.2680004,29.8485002,27.63959996,29.20826615818079,28.96647377742957,0.241792380751221,29.8485002,32.56641138138498,27.130589018615016,0.02317282483476536,37.139407903709625
