Date,Open,High,Low,Close,Adj Close,Volume,Return,MA5,MA20,MA50,EMA12,EMA26,MACD,BB_Middle,BB_Upper,BB_Lower,Volatility20,RSI14
2012-09-10,37.0,37.0,34.240002,34.389999,34.389999,457300,-0.05909712883986662,34.9719992,31.314499850000004,28.07339982,32.78064148957701,30.897402012681425,1.8832394768955822,31.314499850000004,36.13638117637938,26.492618523620628,0.03587627423410417,68.5337725733548
2012-09-11,34.799999,35.169998,32.84,33.009998,33.009998,288500,-0.04012797441488736,34.8399992,31.34349975,28.24159978,32.81592710656516,31.053890604334654,1.762036502230508,31.34349975,36.200477719998965,26.486521780001034,0.0368971583597451,60.456266095331735
2012-09-12,33.540001,35.439999,33.259998,35.049999,35.049999,350500,0.0617994887488329,35.011999200000005,31.48199975,28.447199760000004,33.15963047478591,31.3498986336432,1.8097318411427068,31.48199975,36.6022603745347,26.3617391254653,0.03922928832888671,67.59133501098688
2012-09-13,35.130001,38.32,34.709999,37.509998,37.509998,460400,0.07018542282982665,35.301998600000005,31.873499649999996,28.691199740000002,33.82891778635731,31.806202290410372,2.0227154959469367,31.873499649999996,37.57770296572789,26.169296334272104,0.03633050581730069,75.82215731524559
2012-09-14,37.880001,39.330002,37.720001,39.060001,39.060001,724100,0.041322396231532554,35.803999,32.3389997,28.95319978,34.63369981922541,32.34352071334293,2.29017910588248,32.3389997,38.78485415608696,25.893145243913047,0.036805682428934366,77.05201680423149
2012-09-17,39.0,39.77,38.029999,38.189999,38.189999,812300,-0.022273476132271486,36.563999,32.76849965,29.20019976,35.180822770113814,32.77659317902123,2.40422959109258,32.76849965,39.58026358785458,25.956735712145424,0.03747882934803815,75.14091450075844
2012-09-18,38.650002,38.650002,36.380001,36.799999,36.799999,678000,-0.03639696350869248,37.32199920000001,33.113999650000004,29.43079974,35.42992680548092,33.07462323983448,2.3553035656464374,33.113999650000004,40.011450342386155,26.216548957613853,0.0391058083182625,69.60166934052569
2012-09-19,36.880001,38.73,36.84,38.650002,38.650002,406300,0.050271822018256085,38.0419998,33.533499750000004,29.702799799999998,35.92532298925308,33.487614259106,2.4377087301470795,33.533499750000004,40.714803327529374,26.352196172470634,0.040073429347969904,72.061653299514
2012-09-20,38.5,38.630001,37.18,38.0,38.0,739400,-0.01681764466661606,38.1400002,33.94099975,29.987999799999997,36.24450406782953,33.82186505472778,2.422639013101751,33.94099975,41.16702222975324,26.71497727024676,0.04019415615302178,69.46021656655341
2012-09-21,38.48,39.830002,38.099998,39.630001,39.630001,353400,0.042894763157894644,38.2540002,34.47099975,30.29899982,36.76534974970191,34.25209734697017,2.5132524027317444,34.47099975,41.73521602127069,27.206783478729307,0.039548761719667966,69.90199860473109
2012-09-24,39.900002,40.700001,38.580002,40.369999,40.369999,378700,0.018672671746841507,38.6900002,35.00449965,30.6227998,37.319911172824696,34.7052752471946,2.614635925630097,35.00449965,42.360060394777335,27.648938905222664,0.03952196994419273,67.09182964543818
2012-09-25,40.900002,41.77,39.610001,39.990002,39.990002,605400,-0.009412856314413132,39.3280008,35.54049975,30.934999859999998,37.73069437700551,35.096736488143144,2.633957888862369,35.54049975,42.69621334764936,28.38478615235064,0.03933080419609168,64.90236612409065
2012-09-26,39.849998,39.849998,36.77,38.080002,38.080002,853900,-0.04776193809642715,39.214000799999994,35.97849985,31.211199899999997,37.78443401131236,35.31771911865106,2.466714892661294,35.97849985,42.582130413976124,29.374869286023873,0.0417858341751724,55.17948837589976
2012-09-27,38.400002,40.330002,38.400002,40.040001,40.040001,478800,0.051470559271504124,39.622001,36.5059999,31.527399919999997,38.131444317264304,35.66751777652877,2.4639265407355353,36.5059999,42.59252918850224,30.419470611497758,0.042556129051806925,58.32141388912813
2012-09-28,39.990002,39.990002,36.16,38.68,38.68,1582500,-0.03396605809275577,39.4320008,36.95099985,31.82099992,38.215837499223646,35.89066460789701,2.3251728913266376,36.95099985,42.21246753249132,31.689532167508688,0.04400665257739491,60.634604596374984
2012-10-01,37.98,38.139999,34.619999,36.48,36.48,903900,-0.056876938986556436,38.654000999999994,37.21999985,32.04599992,37.94878557626616,35.93431908138612,2.0144664948800397,37.21999985,41.716428185562336,32.723571514437666,0.04611293697348102,58.26584323912427
2012-10-02,36.07,36.75,35.59,36.5,36.5,586700,0.0005482456140351033,37.956000599999996,37.36149995,32.28899992,37.725895487609826,35.976221371653814,1.7496741159560116,37.36149995,41.55548845544377,33.16751144455623,0.04274518430114135,53.82182552121069
2012-10-03,36.529999,37.68,36.52,37.029999,37.029999,283100,0.01452052054794506,37.745999999999995,37.50349995,32.5327999,37.618834489516004,36.05427897375353,1.5645555157624713,37.50349995,41.42908425453416,33.577915645465836,0.04273370085952125,48.59155260340111
2012-10-04,36.700001,37.200001,36.700001,37.150002,37.150002,145700,0.003240696819894806,37.1680002,37.558,32.77719994,37.54670641420585,36.13544364236438,1.4112627718414714,37.558,41.42909053314374,33.68690946685626,0.04109308284773409,43.88213196508587
2012-10-05,37.200001,37.450001,36.5,37.0,37.0,449500,-0.004037738678991154,36.832000199999996,37.58050005,33.02879994,37.462597735097255,36.19948485404109,1.2631128810561663,37.58050005,41.432103872853006,33.72889622714699,0.04102695630657819,46.00403420656632
2012-10-08,36.599998,36.66,35.970001,36.529999,36.529999,251400,-0.012702729729729856,36.842,37.68750005,33.25279992,37.319121006620755,36.22396738337138,1.0951536232493737,37.68750005,41.275809211855766,34.09919088814423,0.03866974996275358,49.03364388773554
2012-10-09,36.610001,36.799999,35.779999,36.0,36.0,505300,-0.014508596071957092,36.742,37.83700015,33.464999940000006,37.11617931329448,36.20737720682535,0.9088021064691318,37.83700015,40.79930536679961,34.874694933200395,0.03754861466818852,39.52568540674068
2012-10-10,35.950001,36.060001,34.619999,34.779999,34.779999,446000,-0.03388891666666671,36.292,37.82350015,33.62059992,36.75676695740302,36.10164548780124,0.6551214696017809,37.82350015,40.84122615196768,34.80577414803232,0.03599566175418471,37.82147970113612
2012-10-11,35.009998,35.290001,34.360001,34.5,34.5,267300,-0.008050575274599514,35.7619996,37.67300025,33.75639994,36.40957204087948,35.98300508129745,0.4265669595820327,37.67300025,41.03692805478312,34.309072445216884,0.03202459197942128,28.390895365915995
2012-10-12,34.830002,34.830002,32.889999,33.32,33.32,597700,-0.03420289855072467,35.0259996,37.3860002,33.841199939999996,35.93425326535956,35.78574544564579,0.14850781971377103,37.3860002,41.200888163644706,33.57111223635529,0.03086983692091733,21.36475047409772
2012-10-15,32.880001,34.91,32.799999,34.509998,34.509998,754800,0.03571422569027627,34.6219994,37.202000149999996,33.9579999,35.715137070688854,35.69124563485721,0.023891435831643548,37.202000149999996,41.204009186209035,33.19999111379096,0.03210417944009391,29.115841567126182
2012-10-16,34.639999,34.639999,33.700001,34.310001,34.310001,503300,-0.0057953350214625665,34.2839996,37.07750025,34.08379992,35.498962290582874,35.588931217460384,-0.08996892687751057,37.07750025,41.28196935610774,32.87303114389226,0.031224379579007793,33.47939816044581
2012-10-17,34.330002,35.459999,34.02,34.77,34.77,684500,0.013407140384519511,34.2819998,36.883500149999996,34.219199919999994,35.386814245877815,35.52826964579665,-0.14145539991883282,36.883500149999996,41.14019733960642,32.626802960393576,0.028914660067490553,23.410688504837495
2012-10-18,34.77,34.880001,34.5,34.790001,34.790001,261500,0.0005752372735114974,34.339999999999996,36.723000199999994,34.36359994,35.29499682343508,35.47358307944134,-0.17858625600626254,36.723000199999994,41.044024668584804,32.401975731415185,0.028797970835142156,27.30455389991718
2012-10-19,34.799999,35.48,33.900002,34.349998,34.349998,534600,-0.01264739831424544,34.5459996,36.45900005,34.4603999,35.14961238906045,35.39035455503828,-0.24074216597782794,36.45900005,40.676133358727995,32.241866741272005,0.026633635138303656,34.36122331813458
2012-10-22,34.450001,34.5,32.540001,33.439999,33.439999,721200,-0.026491966607974704,34.3319998,36.11250005,34.496199880000006,34.88659494458961,35.24588377318359,-0.35928882859398215,36.11250005,40.10966280520314,32.11533729479686,0.026273788250859235,30.12986616211893
2012-10-23,33.32,34.860001,32.610001,34.560001,34.560001,440100,0.03349288377670101,34.3819998,35.840999999999994,34.5387999,34.836349722345055,35.19507764183666,-0.35872791949160643,35.840999999999994,39.44781254003461,32.234187459965376,0.027940800134303747,35.1025523640959
2012-10-24,34.560001,35.77,34.040001,35.650002,35.650002,604600,0.03153937987443922,34.558000199999995,35.7195,34.60619996,34.96152699583043,35.22877574244136,-0.26724874661092457,35.7195,39.16902520302713,32.26997479697286,0.027459277263932182,41.90064963413516
2012-10-25,35.650002,37.59,30.709999,31.389999,31.389999,1953900,-0.11949516861177178,33.877999800000005,35.2869999,34.640399939999995,34.41206115031806,34.94442190966792,-0.5323607593498636,35.2869999,38.62286680028614,31.951132999713856,0.03516259199612165,29.020195402627593
2012-10-26,31.68,32.98,31.389999,31.889999,31.889999,601700,0.01592864020161322,33.386,34.94749985,34.68319992,34.024051588730664,34.71816836080363,-0.6941167720729666,34.94749985,38.210691624451194,31.684308075548806,0.03525323129984711,32.68656971412304
2012-10-31,32.110001,32.740002,30.120001,30.65,30.65,568900,-0.03888363245166615,32.828000200000005,34.65599985,34.70419992,33.50496672892595,34.416822556299664,-0.9118558273737136,34.65599985,38.35523165918811,30.956768040811895,0.03417999936740973,31.041816972486217
